0 	0 	0 	0 	7 	16 	0 	0 	0 	0 	0 	0 	0 	0 	0 	6 	14 	0 	0 	0 	0 	0 	0 	3 	22 	16 	4 	10 	19 	14 	19 	15 	16 	19 	9 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	11 	6 	14 	0 	1 	0 	0 	0 	0 	0 	0 	3 	0 	
1 	0 	0 	11 	17 	0 	3 	18 	10 	16 	11 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	2 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	8 	2 	0 	0 	0 	10 	16 	19 	16 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	4 	23 	
10 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	7 	1 	0 	0 	0 	0 	0 	0 	0 	8 	15 	12 	2 	7 	26 	20 	21 	16 	21 	19 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	18 	22 	20 	3 	0 	0 	25 	24 	23 	22 	19 	22 	23 	22 	25 	13 	15 	1 	0 	0 	11 	19 	26 	21 	15 	27 	5 	7 	23 	0 	20 	17 	24 	22 	6 	0 	0 	0 	0 	17 	25 	25 	
22 	23 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	8 	0 	12 	26 	26 	22 	9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16 	24 	0 	27 	24 	18 	1 	7 	25 	17 	22 	22 	21 	
23 	24 	19 	1 	0 	0 	0 	0 	26 	27 	25 	24 	24 	17 	26 	24 	25 	16 	25 	26 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	20 	17 	24 	20 	
23 	23 	21 	22 	0 	0 	0 	0 	0 	13 	25 	25 	13 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	19 	21 	12 	0 	0 	0 	21 	22 	18 	26 	5 	25 	19 	24 	22 	23 	21 	16 	3 	0 	0 	0 	8 	
26 	21 	22 	19 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	25 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	10 	22 	19 	21 	18 	23 	23 	24 	17 	22 	23 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	27 	21 	18 	1 	0 	14 	24 	18 	27 	21 	21 	13 	25 	11 	21 	19 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	15 	24 	21 	19 	23 	24 	23 	24 	6 	0 	0 	0 	0 	0 	0 	0 	0 	2 	
15 	8 	0 	1 	17 	19 	20 	18 	11 	14 	1 	0 	0 	0 	0 	0 	0 	0 	18 	14 	28 	21 	9 	1 	0 	0 	0 	0 	0 	0 	6 	19 	12 	12 	11 	13 	10 	14 	13 	14 	16 	20 	21 	14 	19 	9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
