8 	0 	0 	5 	1 	8 	0 	0 	0 	6 	11 	4 	11 	3 	7 	14 	3 	4 	0 	3 	11 	0 	0 	1 	8 	5 	5 	8 	0 	6 	0 	5 	3 	0 	3 	1 	6 	3 	3 	2 	5 	8 	1 	0 	3 	0 	6 	3 	5 	8 	7 	1 	1 	7 	9 	8 	11 	10 	4 	4 	
0 	0 	0 	2 	6 	0 	0 	0 	0 	0 	0 	3 	4 	2 	9 	0 	0 	1 	1 	15 	4 	6 	3 	2 	6 	5 	2 	0 	0 	0 	0 	0 	3 	0 	8 	6 	3 	0 	4 	1 	3 	0 	2 	9 	3 	6 	0 	0 	13 	7 	9 	8 	11 	7 	5 	5 	8 	1 	1 	6 	
1 	0 	3 	0 	5 	1 	0 	1 	0 	0 	6 	3 	5 	4 	0 	3 	4 	7 	2 	0 	6 	12 	4 	4 	0 	9 	11 	11 	8 	11 	6 	2 	9 	17 	6 	0 	0 	2 	7 	2 	6 	0 	1 	4 	2 	2 	5 	2 	0 	1 	0 	0 	0 	0 	0 	3 	0 	0 	2 	8 	
13 	13 	4 	1 	6 	8 	5 	11 	3 	4 	1 	0 	0 	0 	0 	0 	1 	5 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	10 	3 	0 	9 	11 	0 	6 	4 	13 	9 	9 	4 	4 	7 	10 	7 	0 	0 	3 	2 	3 	17 	9 	2 	10 	2 	1 	
6 	8 	0 	0 	0 	0 	0 	0 	2 	5 	1 	0 	0 	8 	13 	8 	5 	8 	14 	8 	1 	5 	6 	2 	3 	7 	1 	0 	0 	9 	3 	0 	3 	5 	1 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	12 	6 	11 	7 	14 	5 	5 	6 	2 	3 	7 	8 	12 	
3 	8 	1 	0 	0 	0 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	11 	5 	11 	0 	7 	1 	1 	0 	0 	3 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	9 	14 	8 	7 	1 	0 	0 	0 	0 	0 	2 	6 	4 	0 	0 	0 	0 	0 	0 	0 	2 	0 	
1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	7 	4 	7 	10 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	4 	0 	5 	12 	4 	4 	0 	0 	10 	10 	4 	0 	1 	1 	0 	0 	1 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	3 	6 	1 	4 	11 	5 	13 	4 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	7 	5 	7 	0 	0 	0 	1 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	3 	8 	6 	7 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	5 	0 	0 	0 	1 	0 	1 	5 	2 	0 	1 	0 	4 	5 	4 	0 	0 	4 	14 	4 	0 	0 	0 	0 	0 	0 	0 	1 	0 	2 	0 	0 	0 	1 	6 	0 	4 	4 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	3 	
0 	0 	0 	0 	0 	0 	0 	1 	2 	1 	6 	8 	7 	1 	0 	0 	3 	14 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16 	22 	20 	17 	22 	14 	11 	12 	30 	22 	27 	20 	20 	34 	61 	64 	71 	61 	64 	61 	63 	61 	59 	60 	58 	60 	61 	61 	62 	
56 	68 	63 	67 	67 	64 	62 	68 	62 	65 	54 	61 	64 	66 	65 	61 	61 	62 	69 	63 	62 	59 	59 	63 	57 	64 	63 	62 	52 	62 	61 	59 	61 	62 	68 	58 	55 	66 	60 	63 	65 	63 	57 	57 	60 	61 	64 	64 	59 	65 	52 	65 	63 	64 	69 	65 	62 	64 	63 	56 	
60 	58 	61 	60 	71 	60 	55 	63 	64 	66 	57 	59 	65 	62 	67 	62 	66 	62 	64 	57 	61 	61 	61 	60 	61 	63 	58 	54 	59 	64 	63 	64 	65 	63 	59 	64 	62 	61 	67 	58 	58 	59 	61 	61 	61 	63 	57 	61 	60 	55 	60 	51 	59 	63 	63 	70 	64 	58 	63 	60 	
65 	58 	58 	66 	64 	61 	55 	63 	58 	59 	62 	60 	57 	63 	53 	66 	68 	64 	67 	62 	66 	56 	58 	63 	64 	63 	65 	64 	65 	57 	60 	55 	65 	66 	62 	58 	62 	60 	58 	56 	47 	65 	66 	64 	60 	64 	66 	64 	56 	65 	55 	70 	59 	59 	57 	60 	59 	58 	65 	53 	
57 	66 	59 	63 	61 	53 	50 	61 	60 	49 	54 	59 	52 	52 	58 	57 	65 	50 	70 	64 	63 	58 	65 	54 	62 	62 	62 	60 	62 	61 	50 	61 	64 	63 	59 	64 	64 	60 	61 	61 	68 	67 	65 	62 	62 	60 	67 	62 	58 	59 	63 	60 	65 	61 	65 	53 	61 	65 	62 	67 	
65 	57 	60 	61 	69 	58 	62 	66 	65 	60 	61 	61 	58 	61 	58 	61 	60 	61 	58 	61 	60 	58 	59 	60 	61 	65 	60 	57 	66 	68 	63 	55 	61 	68 	57 	62 	67 	61 	61 	60 	60 	58 	56 	65 	61 	63 	59 	62 	63 	58 	57 	63 	72 	64 	64 	58 	63 	58 	68 	66 	
59 	60 	63 	64 	52 	67 	58 	70 	62 	60 	52 	62 	56 	61 	58 	62 	65 	67 	59 	63 	55 	64 	59 	54 	67 	61 	66 	65 	63 	59 	62 	59 	62 	58 	60 	62 	64 	62 	66 	66 	59 	61 	62 	67 	58 	64 	62 	66 	64 	66 	69 	65 	58 	59 	58 	62 	59 	63 	62 	60 	
63 	58 	59 	65 	59 	63 	63 	57 	60 	63 	67 	63 	54 	62 	61 	64 	66 	66 	64 	59 	67 	58 	64 	61 	64 	62 	61 	69 	64 	60 	59 	59 	67 	62 	65 	60 	62 	58 	65 	59 	58 	61 	61 	54 	63 	63 	67 	48 	58 	64 	66 	58 	63 	60 	62 	58 	65 	61 	62 	68 	
61 	58 	56 	65 	62 	64 	70 	57 	59 	63 	65 	57 	72 	64 	59 	62 	64 	66 	62 	57 	57 	58 	57 	62 	65 	59 	55 	62 	62 	56 	68 	54 	62 	58 	62 	62 	70 	58 	59 	59 	62 	59 	61 	57 	60 	69 	59 	55 	64 	62 	64 	62 	63 	65 	62 	56 	64 	60 	64 	52 	
54 	65 	60 	56 	65 	62 	56 	63 	59 	69 	62 	60 	63 	63 	62 	64 	65 	63 	65 	58 	68 	59 	58 	61 	61 	63 	64 	66 	67 	62 	59 	63 	59 	59 	58 	63 	65 	58 	58 	61 	66 	64 	68 	63 	56 	60 	66 	61 	61 	65 	64 	69 	71 	65 	64 	64 	64 	65 	59 	68 	
57 	59 	59 	62 	64 	63 	61 	67 	61 	62 	59 	63 	57 	57 	63 	61 	60 	58 	65 	66 	60 	71 	68 	57 	60 	59 	64 	61 	61 	63 	54 	61 	55 	62 	60 	54 	61 	62 	63 	60 	62 	62 	61 	57 	57 	59 	64 	62 	62 	61 	63 	61 	59 	62 	67 	69 	61 	66 	58 	61 	
60 	58 	57 	61 	57 	58 	56 	58 	65 	59 	58 	58 	67 	62 	64 	57 	59 	64 	65 	69 	60 	60 	58 	56 	56 	54 	67 	58 	63 	54 	63 	58 	67 	67 	62 	66 	57 	64 	64 	68 	62 	62 	62 	63 	67 	68 	57 	61 	58 	57 	63 	55 	61 	63 	67 	54 	66 	58 	62 	61 	
56 	58 	63 	60 	58 	53 	60 	58 	58 	60 	62 	54 	62 	63 	65 	57 	59 	60 	69 	60 	61 	64 	54 	66 	62 	68 	66 	61 	58 	58 	58 	63 	66 	58 	61 	67 	60 	61 	60 	58 	61 	57 	58 	63 	66 	57 	64 	63 	61 	64 	67 	61 	64 	59 	56 	65 	63 	59 	57 	54 	
63 	54 	61 	56 	54 	61 	54 	55 	65 	61 	57 	66 	55 	65 	53 	60 	62 	57 	61 	55 	62 	64 	65 	62 	63 	60 	62 	58 	64 	69 	61 	64 	63 	60 	57 	63 	63 	62 	64 	60 	68 	66 	55 	60 	61 	57 	59 	63 	60 	59 	57 	65 	61 	59 	63 	64 	66 	58 	64 	61 	
